PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS14468840,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,16/11/2019,0,0,
LS05249573,16/11/2019,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/11/2019,25,0,
LS05249573,16/11/2019,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/11/2019,25,0,
LS05249573,16/11/2019,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/11/2019,25,0,
LS05249584,16/11/2019,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,28/11/2019,25,0,
LS05249595,16/11/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/11/2019,25,0,
LS05249595,16/11/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/11/2019,25,0,
LS06876411,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,16/11/2019,0,0,
LS06876422,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,16/11/2019,25,0,
LS06876422,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,05/12/2019,25,0,
LS06876433,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,16/11/2019,0,0,
LS06876433,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,04/12/2019,0,0,
LS07152009,16/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/11/2019,25,50,
LS0715201A,16/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/11/2019,25,0,
LS07152075,16/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/11/2019,25,0,
LS07152075,16/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/11/2019,25,0,
LS07152097,16/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/11/2019,25,0,
LS07152097,16/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/11/2019,25,0,
LS07152100,16/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/11/2019,25,0,
LS07152100,16/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/11/2019,25,0,
LS07152111,16/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/11/2019,25,0,
LS07152122,16/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/11/2019,25,0,
LS07152122,16/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS07152199,16/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/11/2019,25,0,
LS07576140,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,16/11/2019,25,0,
LS07576151,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,16/11/2019,25,0,
LS07834610,16/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/11/2019,50,0,
LS11792398,16/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/11/2019,25,0,
LS11792401,16/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/11/2019,0,0,
LS11792401,16/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/12/2019,0,0,
LS1446883A,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,28/11/2019,25,0,
LS14468840,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,24/12/2019,0,0,
LS05792236,17/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,0,
LS05792236,17/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,22/11/2019,25,0,
LS05792247,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,50,0,
LS05792258,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,50,0,
LS05792291,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS05792291,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/11/2019,25,0,
LS05792440,17/11/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,0,
LS08561193,17/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS08561193,17/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/11/2019,25,0,
LS08561207,17/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/12/2019,0,0,
LS08561433,17/11/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,50,0,
LS08561444,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,0,
LS08561455,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS08561466,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/11/2019,25,0,
LS08561477,17/11/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,0,
LS08561488,17/11/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/12/2019,25,0,
LS08561499,17/11/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/11/2019,25,0,
LS08561499,17/11/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/12/2019,25,0,
LS08561524,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS08561524,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/11/2019,25,0,
LS12561765,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/11/2019,25,0,
LS12561776,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/11/2019,25,0,
LS12561787,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS12561787,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/11/2019,25,0,
LS12561798,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/11/2019,0,0,
LS12561823,17/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,0,0,
LS12561834,17/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/12/2019,25,0,
LS12561845,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,50,0,
LS12561958,17/11/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,0,
LS12561969,17/11/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/12/2019,25,0,
LS1256197A,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS1256197A,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/11/2019,25,0,
LS1256197A,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/11/2019,25,0,
LS14468964,17/11/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,50,
LS14468975,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,50,
LS14468997,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/12/2019,25,0,
LS14469005,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,0,
LS14469016,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/11/2019,25,0,
LS14469027,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/11/2019,25,0,
LS14469049,17/11/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,0,
LS14866082,17/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,50,
LS14866093,17/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/11/2019,25,0,
LS14866107,17/11/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,0,83,
LS14866140,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS14866140,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/12/2019,25,0,
LS05792236,17/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/11/2019,25,0,
LS05792258,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/12/2019,50,0,
LS05792269,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,50,
LS05792305,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS05792305,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/11/2019,25,0,
LS05792316,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS05792316,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/11/2019,25,0,
LS05792327,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS05792327,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS05792440,17/11/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/12/2019,0,0,
LS05792451,17/11/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,0,
LS05792462,17/11/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,0,
LS05792462,17/11/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/12/2019,25,0,
LS08561207,17/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,0,
LS08561444,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/11/2019,0,0,
LS08561455,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS08561455,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/11/2019,25,0,
LS08561466,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS08561466,17/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/11/2019,25,0,
LS08561477,17/11/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,28/11/2019,25,0,
LS08561488,17/11/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,0,
LS08561499,17/11/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS08561513,17/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,50,
LS08561535,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,0,
LS12561765,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS12561776,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS12561776,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS12561798,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,0,0,
LS12561812,17/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,50,
LS12561823,17/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/11/2019,0,0,
LS12561834,17/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,0,
LS12561845,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/12/2019,50,0,
LS12561856,17/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,0,50,
LS12561958,17/11/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/12/2019,0,0,
LS12561969,17/11/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/11/2019,25,0,
LS12561969,17/11/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,04/12/2019,25,0,
LS14468964,17/11/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/11/2019,25,50,
LS14468997,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS14469005,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/12/2019,0,0,
LS14469016,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS14469016,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/12/2019,25,0,
LS14469027,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS14469038,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,75,0,
LS14469049,17/11/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/11/2019,25,0,
LS14866093,17/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS14866093,17/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/11/2019,25,0,
LS14866140,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/12/2019,25,0,
LS14866151,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/11/2019,25,0,
LS14866151,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/12/2019,25,0,
LS06265371,18/11/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,18/11/2019,25,0,
LS06265382,18/11/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,18/11/2019,25,0,
LS06397984,18/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS06397984,18/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/11/2019,25,0,
LS06397995,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS06397995,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/11/2019,25,0,
LS06398025,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/11/2019,25,0,
LS06398036,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,50,0,
LS06398105,18/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,27/11/2019,25,0,
LS06398149,18/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,50,0,
LS06398182,18/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/11/2019,75,0,
LS07152304,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS07152304,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/11/2019,25,0,
LS07152315,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/12/2019,25,0,
LS07152315,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/12/2019,25,0,
LS07152348,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS07152348,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/11/2019,25,0,
LS07152359,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS07152370,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS07152381,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS07152381,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/11/2019,25,0,
LS07152392,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS07152392,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/12/2019,0,0,
LS07248571,18/11/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS07248571,18/11/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/11/2019,25,0,
LS07248582,18/11/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,50,
LS08561604,18/11/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/11/2019,25,0,
LS08561604,18/11/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/12/2019,25,0,
LS08561615,18/11/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/11/2019,25,0,
LS12255408,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/12/2019,25,0,
LS12255474,18/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/12/2019,0,0,
LS14398519,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/12/2019,25,0,
LS1439852A,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS1439852A,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/12/2019,25,0,
LS14398530,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/12/2019,0,0,
LS14398541,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS14398552,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,50,0,
LS14398585,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS14398610,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS14398621,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/12/2019,50,0,
LS14398632,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,50,0,
LS14398654,18/11/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/11/2019,0,0,
LS14398665,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/12/2019,25,0,
LS06265371,18/11/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,27/11/2019,25,0,
LS06265382,18/11/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,02/12/2019,25,0,
LS06397995,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/11/2019,25,0,
LS06398003,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS06398003,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/12/2019,0,0,
LS06398014,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS06398014,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/11/2019,25,0,
LS06398025,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS06398047,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,83,0,
LS06398105,18/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,18/11/2019,25,0,
LS06398105,18/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,28/11/2019,25,0,
LS07152202,18/11/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,18/11/2019,25,50,
LS07152315,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS07152326,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS07152326,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/12/2019,0,0,
LS07152337,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS07152337,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/12/2019,0,0,
LS07152359,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/11/2019,25,0,
LS0715236A,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS0715236A,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/12/2019,0,0,
LS07152370,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/12/2019,25,0,
LS0856158A,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,83,
LS08561590,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS08561590,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/12/2019,0,0,
LS08561604,18/11/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/12/2019,25,0,
LS08561615,18/11/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/11/2019,25,0,
LS12255408,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS12255408,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/12/2019,25,0,
LS12255441,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS12255441,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/11/2019,25,0,
LS12255474,18/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS14398519,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,25,0,
LS14398530,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,0,0,
LS14398552,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/12/2019,50,0,
LS14398563,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/11/2019,50,0,
LS14398563,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/12/2019,50,0,
